Country,year,pop,region,life_exp,fertility
Costa Rica,2000,3919180.0,America,77.721,2.414
Costa Rica,2001,4002946.0,America,77.884,2.345
Costa Rica,2002,4083197.0,America,78.033,2.275
Costa Rica,2003,4160438.0,America,78.172,2.204
Costa Rica,2004,4235605.0,America,78.305,2.134
Costa Rica,2005,4309413.0,America,78.437,2.0669999999999997
Costa Rica,2006,4381820.0,America,78.577,2.006
Costa Rica,2007,4452608.0,America,78.72800000000001,1.953
Costa Rica,2008,4522124.0,America,78.896,1.909
Costa Rica,2009,4590790.0,America,79.08,1.874
Costa Rica,2010,4658887.0,America,79.28,1.847
Costa Rica,2011,4726575.0,America,79.493,1.827
Costa Rica,2012,4793725.0,America,79.712,1.81
Costa Rica,2013,4859957.0,America,79.93,1.795
Cote d'Ivoire,1964,4251345.0,Sub-Saharan Africa,39.488,7.638999999999999
Cote d'Ivoire,1965,4423736.0,Sub-Saharan Africa,40.104,7.7010000000000005
Cote d'Ivoire,1966,4602382.0,Sub-Saharan Africa,40.736,7.757000000000001
Cote d'Ivoire,1967,4788525.0,Sub-Saharan Africa,41.406000000000006,7.806
Cote d'Ivoire,1968,4984378.0,Sub-Saharan Africa,42.123000000000005,7.849
Cote d'Ivoire,1969,5192919.0,Sub-Saharan Africa,42.888000000000005,7.882999999999999
Cote d'Ivoire,1970,5416416.0,Sub-Saharan Africa,43.692,7.9079999999999995
Cote d'Ivoire,1971,5655462.0,Sub-Saharan Africa,44.521,7.9270000000000005
Cote d'Ivoire,1972,5909848.0,Sub-Saharan Africa,45.351000000000006,7.937
Cote d'Ivoire,1973,6180001.0,Sub-Saharan Africa,46.16,7.94
Cote d'Ivoire,1974,6466158.0,Sub-Saharan Africa,46.933,7.934
Cote d'Ivoire,1975,6768313.0,Sub-Saharan Africa,47.661,7.916
Cote d'Ivoire,1976,7086257.0,Sub-Saharan Africa,48.339,7.8839999999999995
Cote d'Ivoire,1977,7419474.0,Sub-Saharan Africa,48.973,7.837000000000001
Cote d'Ivoire,1978,7767109.0,Sub-Saharan Africa,49.56399999999999,7.774
Cote d'Ivoire,1979,8128032.0,Sub-Saharan Africa,50.108999999999995,7.695
Cote d'Ivoire,1980,8500985.0,Sub-Saharan Africa,50.61,7.602
Cote d'Ivoire,1981,8885888.0,Sub-Saharan Africa,51.073,7.497000000000001
Cote d'Ivoire,1982,9281593.0,Sub-Saharan Africa,51.497,7.382999999999999
Cote d'Ivoire,1983,9684478.0,Sub-Saharan Africa,51.879,7.263
Cote d'Ivoire,1984,10089976.0,Sub-Saharan Africa,52.21,7.138999999999999
Cote d'Ivoire,1985,10494827.0,Sub-Saharan Africa,52.478,7.013
Cote d'Ivoire,1986,10896269.0,Sub-Saharan Africa,52.672,6.8839999999999995
Cote d'Ivoire,1987,11294791.0,Sub-Saharan Africa,52.781000000000006,6.752000000000001
Cote d'Ivoire,1988,11694318.0,Sub-Saharan Africa,52.793,6.619
Cote d'Ivoire,1989,12100741.0,Sub-Saharan Africa,52.701,6.486000000000001
Cote d'Ivoire,1990,12517730.0,Sub-Saharan Africa,52.483000000000004,6.356
Cote d'Ivoire,1991,12945880.0,Sub-Saharan Africa,52.12,6.232
Cote d'Ivoire,1992,13381799.0,Sub-Saharan Africa,51.617,6.114
Cote d'Ivoire,1993,13820229.0,Sub-Saharan Africa,50.997,6.005
Cote d'Ivoire,1994,14253952.0,Sub-Saharan Africa,50.291000000000004,5.904
Cote d'Ivoire,1995,14677200.0,Sub-Saharan Africa,49.534,5.81
Cote d'Ivoire,1996,15089912.0,Sub-Saharan Africa,48.763000000000005,5.72
Cote d'Ivoire,1997,15492127.0,Sub-Saharan Africa,48.023,5.632999999999999
Cote d'Ivoire,1998,15878555.0,Sub-Saharan Africa,47.358999999999995,5.547000000000001
Cote d'Ivoire,1999,16242889.0,Sub-Saharan Africa,46.812,5.46
Cote d'Ivoire,2000,16581653.0,Sub-Saharan Africa,46.428999999999995,5.375
Cote d'Ivoire,2001,16892864.0,Sub-Saharan Africa,46.244,5.289
Cote d'Ivoire,2002,17180649.0,Sub-Saharan Africa,46.248999999999995,5.207000000000001
Cote d'Ivoire,2003,17455501.0,Sub-Saharan Africa,46.425,5.13
Cote d'Ivoire,2004,17731840.0,Sub-Saharan Africa,46.751999999999995,5.06
Cote d'Ivoire,2005,18020946.0,Sub-Saharan Africa,47.193000000000005,5.0
Cote d'Ivoire,2006,18325979.0,Sub-Saharan Africa,47.705,4.956
Cote d'Ivoire,2007,18646754.0,Sub-Saharan Africa,48.239,4.928
Cote d'Ivoire,2008,18987007.0,Sub-Saharan Africa,48.753,4.913
Cote d'Ivoire,2009,19350026.0,Sub-Saharan Africa,49.224,4.909
Cote d'Ivoire,2010,19737800.0,Sub-Saharan Africa,49.641999999999996,4.91
Cote d'Ivoire,2011,20152894.0,Sub-Saharan Africa,50.013999999999996,4.907
Cote d'Ivoire,2012,20594615.0,Sub-Saharan Africa,50.367,4.894
Cote d'Ivoire,2013,21057316.0,Sub-Saharan Africa,50.722,4.8660000000000005
Croatia,1964,4108808.0,Europe & Central Asia,66.3,2.211
Croatia,1965,4121599.0,Europe & Central Asia,66.66199999999999,2.177
Croatia,1966,4131926.0,Europe & Central Asia,67.018,2.141
Croatia,1967,4140383.0,Europe & Central Asia,67.37,2.104
Croatia,1968,4148285.0,Europe & Central Asia,67.71600000000001,2.068
Croatia,1969,4157459.0,Europe & Central Asia,68.055,2.035
Croatia,1970,4169217.0,Europe & Central Asia,68.381,2.0069999999999997
Croatia,1971,4183960.0,Europe & Central Asia,68.687,1.9869999999999999
Croatia,1972,4201302.0,Europe & Central Asia,68.969,1.975
Croatia,1973,4220795.0,Europe & Central Asia,69.222,1.972
Croatia,1974,4241669.0,Europe & Central Asia,69.447,1.976
Croatia,1975,4263294.0,Europe & Central Asia,69.643,1.985
Croatia,1976,4285523.0,Europe & Central Asia,69.81,1.996
Croatia,1977,4308344.0,Europe & Central Asia,69.955,2.005
Croatia,1978,4331398.0,Europe & Central Asia,70.086,2.01
Croatia,1979,4354275.0,Europe & Central Asia,70.211,2.01
Croatia,1980,4376608.0,Europe & Central Asia,70.342,2.004
Croatia,1981,4398610.0,Europe & Central Asia,70.49,1.993
Croatia,1982,4420169.0,Europe & Central Asia,70.66,1.9780000000000002
Croatia,1983,4440263.0,Europe & Central Asia,70.854,1.962
Croatia,1984,4457579.0,Europe & Central Asia,71.07,1.943
Croatia,1985,4471404.0,Europe & Central Asia,71.301,1.919
Croatia,1986,4480137.0,Europe & Central Asia,71.532,1.886
Croatia,1987,4484450.0,Europe & Central Asia,71.752,1.8430000000000002
Croatia,1988,4488560.0,Europe & Central Asia,71.955,1.791
Croatia,1989,4498278.0,Europe & Central Asia,72.143,1.7309999999999999
Croatia,1990,4517200.0,Europe & Central Asia,72.331,1.67
Croatia,1991,4548076.0,Europe & Central Asia,72.54,1.615
Croatia,1992,4588173.0,Europe & Central Asia,72.785,1.571
Croatia,1993,4628968.0,Europe & Central Asia,73.071,1.54
Croatia,1994,4658613.0,Europe & Central Asia,73.391,1.524
Croatia,1995,4669001.0,Europe & Central Asia,73.72399999999999,1.517
Croatia,1996,4656706.0,Europe & Central Asia,74.041,1.514
Croatia,1997,4625390.0,Europe & Central Asia,74.314,1.508
Croatia,1998,4582742.0,Europe & Central Asia,74.529,1.494
Croatia,1999,4540042.0,Europe & Central Asia,74.687,1.472
Croatia,2000,4505533.0,Europe & Central Asia,74.798,1.444
Croatia,2001,4481620.0,Europe & Central Asia,74.888,1.415
Croatia,2002,4466013.0,Europe & Central Asia,74.986,1.391
Croatia,2003,4456587.0,Europe & Central Asia,75.11399999999999,1.3769999999999998
Croatia,2004,4449522.0,Europe & Central Asia,75.279,1.3730000000000002
Croatia,2005,4441986.0,Europe & Central Asia,75.47800000000001,1.38
Croatia,2006,4433791.0,Europe & Central Asia,75.702,1.395
Croatia,2007,4425995.0,Europe & Central Asia,75.93,1.413
Croatia,2008,4418387.0,Europe & Central Asia,76.149,1.432
Croatia,2009,4410864.0,Europe & Central Asia,76.35300000000001,1.449
Croatia,2010,4403330.0,Europe & Central Asia,76.54,1.465
Croatia,2011,4395560.0,Europe & Central Asia,76.714,1.4780000000000002
Croatia,2012,4387376.0,Europe & Central Asia,76.881,1.489
Croatia,2013,4378806.0,Europe & Central Asia,77.048,1.501
Cuba,1964,7777606.0,America,66.327,4.643
Cuba,1965,7941840.0,America,66.956,4.617
Cuba,1966,8099779.0,America,67.57300000000001,4.54
Cuba,1967,8252314.0,America,68.171,4.433
Cuba,1968,8401476.0,America,68.745,4.312
Cuba,1969,8550671.0,America,69.291,4.18
Cuba,1970,8701886.0,America,69.811,4.033
Cuba,1971,8855989.0,America,70.309,3.8569999999999998
Cuba,1972,9010586.0,America,70.79,3.6460000000000004
Cuba,1973,9160532.0,America,71.259,3.4
Cuba,1974,9298895.0,America,71.711,3.127
Cuba,1975,9420828.0,America,72.14399999999999,2.844
Cuba,1976,9525242.0,America,72.55,2.573
Cuba,1977,9614061.0,America,72.922,2.332
Cuba,1978,9689324.0,America,73.257,2.134
Cuba,1979,9754343.0,America,73.551,1.9869999999999999
Cuba,1980,9812223.0,America,73.803,1.892
Cuba,1981,9862283.0,America,74.012,1.8430000000000002
Cuba,1982,9905577.0,America,74.184,1.8259999999999998
Cuba,1983,9949046.0,America,74.32300000000001,1.825
Cuba,1984,10001593.0,America,74.435,1.8319999999999999
Cuba,1985,10069187.0,America,74.51899999999999,1.837
Cuba,1986,10155111.0,America,74.574,1.8359999999999999
Cuba,1987,10256694.0,America,74.60300000000001,1.827
Cuba,1988,10366500.0,America,74.616,1.81
Cuba,1989,10473701.0,America,74.623,1.785
Cuba,1990,10570328.0,America,74.646,1.7519999999999998
Cuba,1991,10654121.0,America,74.704,1.715
Cuba,1992,10727088.0,America,74.809,1.68
Cuba,1993,10790686.0,America,74.965,1.65
Cuba,1994,10847842.0,America,75.171,1.6280000000000001
Cuba,1995,10900795.0,America,75.419,1.614
Cuba,1996,10949206.0,America,75.69,1.609
Cuba,1997,10992290.0,America,75.964,1.61
Cuba,1998,11031429.0,America,76.225,1.615
Cuba,1999,11068382.0,America,76.465,1.621
Cuba,2000,11104313.0,America,76.684,1.626
Cuba,2001,11140168.0,America,76.889,1.626
Cuba,2002,11175434.0,America,77.09,1.621
Cuba,2003,11208029.0,America,77.296,1.61
Cuba,2004,11234970.0,America,77.508,1.5919999999999999
Cuba,2005,11254242.0,America,77.725,1.57
Cuba,2006,11265124.0,America,77.942,1.545
Cuba,2007,11268687.0,America,78.154,1.52
Cuba,2008,11266905.0,America,78.358,1.4980000000000002
Cuba,2009,11262628.0,America,78.55199999999999,1.48
Cuba,2010,11257979.0,America,78.736,1.4669999999999999
Cuba,2011,11253665.0,America,78.914,1.459
Cuba,2012,11249266.0,America,79.08800000000001,1.453
Cuba,2013,11244424.0,America,79.262,1.449
Cyprus,1964,578710.0,Europe & Central Asia,70.895,3.2489999999999997
Cyprus,1965,581056.0,Europe & Central Asia,71.197,3.133
Cyprus,1966,585400.0,Europe & Central Asia,71.491,3.01
Cyprus,1967,591398.0,Europe & Central Asia,71.77600000000001,2.889
Cyprus,1968,598592.0,Europe & Central Asia,72.05199999999999,2.779
Cyprus,1969,606224.0,Europe & Central Asia,72.318,2.6860000000000004
Cyprus,1970,613735.0,Europe & Central Asia,72.57600000000001,2.61
Cyprus,1971,620987.0,Europe & Central Asia,72.825,2.5469999999999997
Cyprus,1972,628140.0,Europe & Central Asia,73.067,2.491
Cyprus,1973,635261.0,Europe & Central Asia,73.301,2.44
Cyprus,1974,642496.0,Europe & Central Asia,73.53,2.3930000000000002
Cyprus,1975,649918.0,Europe & Central Asia,73.753,2.352
Cyprus,1976,657685.0,Europe & Central Asia,73.971,2.323
Cyprus,1977,665676.0,Europe & Central Asia,74.183,2.31
Cyprus,1978,673386.0,Europe & Central Asia,74.39,2.312
Cyprus,1979,680130.0,Europe & Central Asia,74.592,2.3280000000000003
Cyprus,1980,685510.0,Europe & Central Asia,74.79,2.354
Cyprus,1981,689265.0,Europe & Central Asia,74.984,2.385
Cyprus,1982,691792.0,Europe & Central Asia,75.17399999999999,2.415
Cyprus,1983,694146.0,Europe & Central Asia,75.359,2.438
Cyprus,1984,697782.0,Europe & Central Asia,75.541,2.4530000000000003
Cyprus,1985,703752.0,Europe & Central Asia,75.718,2.458
Cyprus,1986,712396.0,Europe & Central Asia,75.892,2.456
Cyprus,1987,723434.0,Europe & Central Asia,76.063,2.45
Cyprus,1988,736531.0,Europe & Central Asia,76.23,2.4419999999999997
Cyprus,1989,751100.0,Europe & Central Asia,76.393,2.43
Cyprus,1990,766663.0,Europe & Central Asia,76.554,2.411
Cyprus,1991,783189.0,Europe & Central Asia,76.711,2.381
Cyprus,1992,800707.0,Europe & Central Asia,76.865,2.3369999999999997
Cyprus,1993,818858.0,Europe & Central Asia,77.017,2.278
Cyprus,1994,837205.0,Europe & Central Asia,77.166,2.206
Cyprus,1995,855424.0,Europe & Central Asia,77.312,2.124
Cyprus,1996,873277.0,Europe & Central Asia,77.456,2.035
Cyprus,1997,890758.0,Europe & Central Asia,77.598,1.945
Cyprus,1998,908059.0,Europe & Central Asia,77.738,1.86
Cyprus,1999,925504.0,Europe & Central Asia,77.876,1.781
Cyprus,2000,943294.0,Europe & Central Asia,78.01100000000001,1.714
Cyprus,2001,961482.0,Europe & Central Asia,78.142,1.6580000000000001
Cyprus,2002,979874.0,Europe & Central Asia,78.27,1.6130000000000002
Cyprus,2003,998134.0,Europe & Central Asia,78.395,1.577
Cyprus,2004,1015806.0,Europe & Central Asia,78.518,1.5490000000000002
Cyprus,2005,1032562.0,Europe & Central Asia,78.643,1.5290000000000001
Cyprus,2006,1048272.0,Europe & Central Asia,78.771,1.514
Cyprus,2007,1063027.0,Europe & Central Asia,78.904,1.5030000000000001
Cyprus,2008,1077001.0,Europe & Central Asia,79.045,1.493
Cyprus,2009,1090473.0,Europe & Central Asia,79.193,1.485
Cyprus,2010,1103647.0,Europe & Central Asia,79.348,1.4780000000000002
Cyprus,2011,1116564.0,Europe & Central Asia,79.509,1.47
Cyprus,2012,1129166.0,Europe & Central Asia,79.67399999999999,1.465
Cyprus,2013,1141453.0,Europe & Central Asia,79.84100000000001,1.4609999999999999
Czech Rep.,1964,9661235.0,Europe & Central Asia,70.58,2.123
Czech Rep.,1965,9686318.0,Europe & Central Asia,70.27,2.069
Czech Rep.,1966,9707426.0,Europe & Central Asia,70.49,2.026
Czech Rep.,1967,9725518.0,Europe & Central Asia,70.38,1.999
Czech Rep.,1968,9743100.0,Europe & Central Asia,69.94,1.994
Czech Rep.,1969,9763422.0,Europe & Central Asia,69.44,2.009
Czech Rep.,1970,9788863.0,Europe & Central Asia,69.53,2.045
Czech Rep.,1971,9819749.0,Europe & Central Asia,69.77,2.095
Czech Rep.,1972,9855516.0,Europe & Central Asia,70.29,2.153
Czech Rep.,1973,9896416.0,Europe & Central Asia,70.13,2.21
Czech Rep.,1974,9942472.0,Europe & Central Asia,70.21,2.26
Czech Rep.,1975,9993206.0,Europe & Central Asia,70.55,2.294
Czech Rep.,1976,10049465.0,Europe & Central Asia,70.66,2.3080000000000003
Czech Rep.,1977,10110020.0,Europe & Central Asia,70.71,2.302
Czech Rep.,1978,10169747.0,Europe & Central Asia,70.78,2.275
Czech Rep.,1979,10221861.0,Europe & Central Asia,70.89,2.2319999999999998
Czech Rep.,1980,10261606.0,Europe & Central Asia,70.42,2.178
Czech Rep.,1981,10286947.0,Europe & Central Asia,70.86,2.121
Czech Rep.,1982,10299490.0,Europe & Central Asia,70.96,2.0669999999999997
Czech Rep.,1983,10302679.0,Europe & Central Asia,70.73,2.023
Czech Rep.,1984,10301798.0,Europe & Central Asia,70.99,1.99
Czech Rep.,1985,10300844.0,Europe & Central Asia,71.2,1.9669999999999999
Czech Rep.,1986,10300475.0,Europe & Central Asia,71.13,1.949
Czech Rep.,1987,10299854.0,Europe & Central Asia,71.58,1.931
Czech Rep.,1988,10299711.0,Europe & Central Asia,71.78,1.905
Czech Rep.,1989,10300582.0,Europe & Central Asia,71.83,1.87
Czech Rep.,1990,10302718.0,Europe & Central Asia,71.49,1.8219999999999998
Czech Rep.,1991,10307130.0,Europe & Central Asia,72.03,1.757
Czech Rep.,1992,10313662.0,Europe & Central Asia,72.4,1.6769999999999998
Czech Rep.,1993,10319923.0,Europe & Central Asia,72.92,1.587
Czech Rep.,1994,10322561.0,Europe & Central Asia,73.13,1.49
Czech Rep.,1995,10319337.0,Europe & Central Asia,73.26,1.3940000000000001
Czech Rep.,1996,10310016.0,Europe & Central Asia,73.9,1.306
Czech Rep.,1997,10295984.0,Europe & Central Asia,74.01,1.2309999999999999
Czech Rep.,1998,10278707.0,Europe & Central Asia,74.62,1.175
Czech Rep.,1999,10260335.0,Europe & Central Asia,74.81,1.14
Czech Rep.,2000,10242890.0,Europe & Central Asia,75.05,1.128
Czech Rep.,2001,10225701.0,Europe & Central Asia,75.38,1.138
Czech Rep.,2002,10209500.0,Europe & Central Asia,75.51,1.165
Czech Rep.,2003,10199327.0,Europe & Central Asia,75.46,1.203
Czech Rep.,2004,10201665.0,Europe & Central Asia,76.01,1.249
Czech Rep.,2005,10220638.0,Europe & Central Asia,76.22,1.298
Czech Rep.,2006,10258796.0,Europe & Central Asia,76.78,1.3459999999999999
Czech Rep.,2007,10313525.0,Europe & Central Asia,76.99,1.392
Czech Rep.,2008,10377359.0,Europe & Central Asia,77.26,1.4340000000000002
Czech Rep.,2009,10439735.0,Europe & Central Asia,77.102,1.4709999999999999
Czech Rep.,2010,10492960.0,Europe & Central Asia,77.267,1.501
Czech Rep.,2011,10534293.0,Europe & Central Asia,77.414,1.525
Czech Rep.,2012,10565678.0,Europe & Central Asia,77.55199999999999,1.546
Czech Rep.,2013,10589806.0,Europe & Central Asia,77.69,1.5659999999999998
Denmark,1964,4722383.0,Europe & Central Asia,72.52,2.602
Denmark,1965,4759095.0,Europe & Central Asia,72.4,2.61
Denmark,1966,4794927.0,Europe & Central Asia,72.48,2.615
Denmark,1967,4829945.0,Europe & Central Asia,72.96,2.35
Denmark,1968,4863983.0,Europe & Central Asia,73.17,2.117
Denmark,1969,4896948.0,Europe & Central Asia,73.26,2.0
Denmark,1970,4928704.0,Europe & Central Asia,73.38,1.95
Denmark,1971,4959083.0,Europe & Central Asia,73.44,2.043
Denmark,1972,4987806.0,Europe & Central Asia,73.47,2.03
Denmark,1973,5014503.0,Europe & Central Asia,73.71,1.9169999999999998
Denmark,1974,5038752.0,Europe & Central Asia,73.84,1.896
Denmark,1975,5060227.0,Europe & Central Asia,74.11,1.919
Denmark,1976,5079015.0,Europe & Central Asia,73.78,1.7469999999999999
Denmark,1977,5095133.0,Europe & Central Asia,74.69,1.66
Denmark,1978,5108145.0,Europe & Central Asia,74.45,1.6680000000000001
Denmark,1979,5117514.0,Europe & Central Asia,74.27,1.601
Denmark,1980,5123026.0,Europe & Central Asia,74.16,1.546
Denmark,1981,5124545.0,Europe & Central Asia,74.29,1.4369999999999998
Denmark,1982,5122696.0,Europe & Central Asia,74.63,1.4269999999999998
Denmark,1983,5118998.0,Europe & Central Asia,74.5,1.3769999999999998
Denmark,1984,5115476.0,Europe & Central Asia,74.65,1.4
Denmark,1985,5113701.0,Europe & Central Asia,74.52,1.4469999999999998
Denmark,1986,5114172.0,Europe & Central Asia,74.69,1.48
Denmark,1987,5116854.0,Europe & Central Asia,74.8,1.496
Denmark,1988,5122098.0,Europe & Central Asia,74.89,1.5590000000000002
Denmark,1989,5130127.0,Europe & Central Asia,74.92,1.62
Denmark,1990,5141034.0,Europe & Central Asia,74.92,1.6680000000000001
Denmark,1991,5155038.0,Europe & Central Asia,75.29,1.683
Denmark,1992,5172040.0,Europe & Central Asia,75.33,1.764
Denmark,1993,5191370.0,Europe & Central Asia,75.25,1.749
Denmark,1994,5212071.0,Europe & Central Asia,75.51,1.806
Denmark,1995,5233364.0,Europe & Central Asia,75.36,1.807
Denmark,1996,5255213.0,Europe & Central Asia,75.74,1.7469999999999999
Denmark,1997,5277572.0,Europe & Central Asia,76.11,1.7519999999999998
Denmark,1998,5299649.0,Europe & Central Asia,76.51,1.724
Denmark,1999,5320488.0,Europe & Central Asia,76.66,1.735
Denmark,2000,5339501.0,Europe & Central Asia,76.9,1.771
Denmark,2001,5356055.0,Europe & Central Asia,77.06,1.7469999999999999
Denmark,2002,5370507.0,Europe & Central Asia,77.18,1.723
Denmark,2003,5384487.0,Europe & Central Asia,77.78,1.758
Denmark,2004,5400280.0,Europe & Central Asia,77.58,1.784
Denmark,2005,5419444.0,Europe & Central Asia,78.32,1.8019999999999998
Denmark,2006,5442644.0,Europe & Central Asia,78.32,1.85
Denmark,2007,5469130.0,Europe & Central Asia,78.44,1.8464
Denmark,2008,5497312.0,Europe & Central Asia,78.408,1.8923
Denmark,2009,5524874.0,Europe & Central Asia,78.809,1.8419999999999999
Denmark,2010,5550142.0,Europe & Central Asia,78.969,1.8751
Denmark,2011,5572594.0,Europe & Central Asia,79.11399999999999,1.7556
Denmark,2012,5592738.0,Europe & Central Asia,79.251,1.7332
Denmark,2013,5611187.0,Europe & Central Asia,79.388,1.88
Djibouti,1964,109222.0,Middle East & North Africa,45.727,6.595
Djibouti,1965,116706.0,Middle East & North Africa,46.166000000000004,6.629
Djibouti,1966,124688.0,Middle East & North Africa,46.653999999999996,6.665
Djibouti,1967,133253.0,Middle East & North Africa,47.203,6.702000000000001
Djibouti,1968,142320.0,Middle East & North Africa,47.81399999999999,6.739
Djibouti,1969,151782.0,Middle East & North Africa,48.476000000000006,6.774
Djibouti,1970,161622.0,Middle East & North Africa,49.16,6.803999999999999
Djibouti,1971,171519.0,Middle East & North Africa,49.827,6.8260000000000005
Djibouti,1972,181622.0,Middle East & North Africa,50.442,6.836
Djibouti,1973,192922.0,Middle East & North Africa,50.982,6.834
Djibouti,1974,206763.0,Middle East & North Africa,51.442,6.817
Djibouti,1975,223963.0,Middle East & North Africa,51.832,6.784
Djibouti,1976,245326.0,Middle East & North Africa,52.177,6.734
Djibouti,1977,270222.0,Middle East & North Africa,52.513000000000005,6.671
Djibouti,1978,296307.0,Middle East & North Africa,52.865,6.598
Djibouti,1979,320332.0,Middle East & North Africa,53.24100000000001,6.52
Djibouti,1980,340133.0,Middle East & North Africa,53.638999999999996,6.443
Djibouti,1981,354304.0,Middle East & North Africa,54.049,6.372999999999999
Djibouti,1982,363940.0,Middle East & North Africa,54.451,6.316
Djibouti,1983,372386.0,Middle East & North Africa,54.828,6.271
Djibouti,1984,384409.0,Middle East & North Africa,55.174,6.239
Djibouti,1985,403221.0,Middle East & North Africa,55.488,6.218
Djibouti,1986,430367.0,Middle East & North Africa,55.772,6.205
Djibouti,1987,464202.0,Middle East & North Africa,56.032,6.193
Djibouti,1988,500876.0,Middle East & North Africa,56.271,6.1739999999999995
Djibouti,1989,534862.0,Middle East & North Africa,56.488,6.142
Djibouti,1990,562290.0,Middle East & North Africa,56.678000000000004,6.087000000000001
Djibouti,1991,581641.0,Middle East & North Africa,56.831,6.0
Djibouti,1992,594437.0,Middle East & North Africa,56.943000000000005,5.879
Djibouti,1993,603534.0,Middle East & North Africa,57.016999999999996,5.727
Djibouti,1994,613219.0,Middle East & North Africa,57.056000000000004,5.547999999999999
Djibouti,1995,626537.0,Middle East & North Africa,57.066,5.352
Djibouti,1996,644434.0,Middle East & North Africa,57.05,5.148
Djibouti,1997,665755.0,Middle East & North Africa,57.023,4.95
Djibouti,1998,688940.0,Middle East & North Africa,56.998999999999995,4.768
Djibouti,1999,711573.0,Middle East & North Africa,56.993,4.607
Djibouti,2000,731930.0,Middle East & North Africa,57.023,4.468999999999999
Djibouti,2001,749604.0,Middle East & North Africa,57.101000000000006,4.353
Djibouti,2002,765283.0,Middle East & North Africa,57.233999999999995,4.253
Djibouti,2003,779640.0,Middle East & North Africa,57.425,4.16
Djibouti,2004,793738.0,Middle East & North Africa,57.678000000000004,4.074
Djibouti,2005,808367.0,Middle East & North Africa,57.996,3.991
Djibouti,2006,823682.0,Middle East & North Africa,58.38,3.911
Djibouti,2007,839453.0,Middle East & North Africa,58.816,3.832
Djibouti,2008,855636.0,Middle East & North Africa,59.292,3.755
Djibouti,2009,872090.0,Middle East & North Africa,59.794,3.679
Djibouti,2010,888716.0,Middle East & North Africa,60.306999999999995,3.6039999999999996
Djibouti,2011,905564.0,Middle East & North Africa,60.818999999999996,3.53
Djibouti,2012,922708.0,Middle East & North Africa,61.318999999999996,3.457
Djibouti,2013,940090.0,Middle East & North Africa,61.801,3.387
Dominica,1964,63920.0,America,,
Dominica,1965,65037.0,America,,
Dominica,1966,66304.0,America,,
Dominica,1967,67681.0,America,,
Dominica,1968,69041.0,America,,
Dominica,1969,70212.0,America,,
Dominica,1970,71076.0,America,,
Dominica,1971,71567.0,America,,
Dominica,1972,71737.0,America,,
Dominica,1973,71745.0,America,,
Dominica,1974,71811.0,America,,
Dominica,1975,72092.0,America,,
Dominica,1976,72648.0,America,,
Dominica,1977,73412.0,America,,
Dominica,1978,74240.0,America,,
Dominica,1979,74922.0,America,,
Dominica,1980,75312.0,America,,
Dominica,1981,75374.0,America,,
Dominica,1982,75166.0,America,,
Dominica,1983,74747.0,America,,
Dominica,1984,74212.0,America,,
Dominica,1985,73637.0,America,,
Dominica,1986,73022.0,America,,
Dominica,1987,72365.0,America,,
Dominica,1988,71740.0,America,,
Dominica,1989,71240.0,America,,
Dominica,1990,70926.0,America,,
Dominica,1991,70842.0,America,,
Dominica,1992,70962.0,America,,
Dominica,1993,71181.0,America,,
Dominica,1994,71350.0,America,,
Dominica,1995,71364.0,America,,
Dominica,1996,71184.0,America,,
Dominica,1997,70846.0,America,,
Dominica,1998,70419.0,America,,
Dominica,1999,70003.0,America,,
Dominica,2000,69672.0,America,,
Dominica,2001,69447.0,America,,
Dominica,2002,69301.0,America,,
Dominica,2003,69200.0,America,,
Dominica,2004,69087.0,America,,
Dominica,2005,68925.0,America,,
Dominica,2006,68700.0,America,,
Dominica,2007,68434.0,America,,
Dominica,2008,68159.0,America,,
Dominica,2009,67922.0,America,,
Dominica,2010,67757.0,America,,
Dominica,2011,67675.0,America,,
Dominica,2012,67665.0,America,,
Dominica,2013,67702.0,America,,
Dominican Rep.,1964,3772937.0,America,54.633,7.187
Dominican Rep.,1965,3893484.0,America,55.31,7.053999999999999
Dominican Rep.,1966,4015213.0,America,55.973,6.904
Dominican Rep.,1967,4137994.0,America,56.623000000000005,6.739
Dominican Rep.,1968,4261702.0,America,57.256,6.562
Dominican Rep.,1969,4386255.0,America,57.872,6.376
Dominican Rep.,1970,4511577.0,America,58.465,6.182
Dominican Rep.,1971,4637627.0,America,59.03,5.983
Dominican Rep.,1972,4764319.0,America,59.565,5.782
Dominican Rep.,1973,4891500.0,America,60.068999999999996,5.58
Dominican Rep.,1974,5019002.0,America,60.545,5.382999999999999
Dominican Rep.,1975,5146742.0,America,60.992,5.193
Dominican Rep.,1976,5274591.0,America,61.412,5.013999999999999
Dominican Rep.,1977,5402683.0,America,61.81100000000001,4.848
Dominican Rep.,1978,5531528.0,America,62.198,4.6930000000000005
Dominican Rep.,1979,5661827.0,America,62.581,4.552
Dominican Rep.,1980,5794074.0,America,62.97,4.422
Dominican Rep.,1981,5928429.0,America,63.373000000000005,4.302
Dominican Rep.,1982,6064722.0,America,63.795,4.19
Dominican Rep.,1983,6202698.0,America,64.23899999999999,4.082
Dominican Rep.,1984,6341950.0,America,64.706,3.978
Dominican Rep.,1985,6482152.0,America,65.199,3.878
Dominican Rep.,1986,6623094.0,America,65.719,3.783
Dominican Rep.,1987,6764750.0,America,66.258,3.695
Dominican Rep.,1988,6907171.0,America,66.803,3.613
